GEOID,sovi,rank
g27093,-2.0718097629518857,2517.0
g27095,0.21629231343728827,1456.0
g27097,-0.7696438298673579,2005.0
g27099,1.1949187946367954,937.0
g27101,0.8846289286106093,1088.0
g27103,-2.78502556687869,2704.0
g27105,2.062801683072321,565.0
g27107,2.1909202346900307,524.0
g27109,-2.85629456368171,2724.0
g27111,0.831103861400085,1123.0
g27113,-1.186119839433807,2197.0
g27115,-0.578686766339174,1908.0
g27117,2.5536527010597614,426.0
g27119,0.5477647491742177,1278.0
g27121,-0.1405953482776401,1663.0
g27123,-0.3323393419620331,1777.0
g27125,-1.3832855189630258,2280.0
g27127,0.6995795757978125,1190.0
g27129,0.39785751244742995,1364.0
g27131,-2.134395659918665,2534.0
g27133,1.1156956559871676,977.0
g27135,-3.083656890526064,2778.0
g27137,0.7650176215568232,1156.0
g27139,-6.5259273171984695,3104.0
g27141,-5.512183858573349,3056.0
g27143,-0.8194226158132355,2029.0
g27145,-2.3371315137333335,2586.0
g27147,-1.5797264711793697,2354.0
g27149,-1.3150889869269857,2260.0
g27151,0.5565202400071072,1272.0
g27153,-0.38849502969290267,1812.0
g27155,2.4089037915813907,455.0
g27157,-1.389603034333538,2282.0
g27159,2.1220710072099354,541.0
g27161,-1.406706466865844,2288.0
g27163,-5.990211079701312,3082.0
g27165,1.4155223049513943,841.0
g27167,-0.8194035833438965,2028.0
g27169,-0.9746368437628337,2096.0
g27171,-5.183864707756862,3033.0
g27173,0.9255779820826646,1063.0
g28001,2.4685058949573353,442.0
g28003,0.08827199453308576,1532.0
g28005,1.3330733276932318,879.0
g28007,2.382215090980483,462.0
g28009,-1.2950228476680912,2256.0
g28011,3.9966002790520623,193.0
g28013,2.209769755764457,519.0
g28015,0.023534185128442076,1566.0
g28017,1.7781472507907141,687.0
g28019,1.7612133266405623,691.0
g28021,3.344969944950646,278.0
g28023,-0.2632469018398078,1735.0
g28025,1.1230737093583962,972.0
g28027,6.6457221268746345,63.0
g28029,-0.4312872775697554,1833.0
g28031,-0.09765953587070175,1632.0
g28033,-3.4413440712871792,2850.0
g28035,0.16299679114871035,1484.0
g28037,-0.5185229621912097,1884.0
g28039,-4.931705610147836,3015.0
g28041,-5.283857549528552,3041.0
g28043,1.4253602938474472,837.0
g28045,-1.4566808729519103,2311.0
g28047,-0.3249463379523502,1772.0
g28049,1.3384279046112204,876.0
g28051,4.267130024211361,164.0
g28053,6.261860245170768,72.0
g28055,-2.855951814931073,2723.0
g28057,-2.3252429689426233,2582.0
g28059,-1.7833871877785943,2425.0
g28061,0.04796484500989373,1553.0
g28063,4.325764224086384,159.0
g28065,0.6117303843293387,1234.0
g28067,-0.738604923790234,1992.0
g28069,3.5670678506374003,248.0
g28071,-2.662351075110947,2679.0
g28073,-3.8855219749165792,2921.0
g28075,0.9867867123687029,1036.0
g28077,-1.8604162185723618,2446.0
g28079,0.5590384707721214,1268.0
g28081,-0.36515935336442784,1800.0
g28083,5.640950856296971,95.0
g28085,-0.6313323675233411,1938.0
g28087,0.7785158277093231,1147.0
g28089,-4.495728888458762,2978.0
g28091,0.547511334648743,1279.0
g28093,-0.39333708471476325,1816.0
g28095,0.507504626279645,1300.0
g28097,2.3831439529497214,461.0
g28099,3.454782029975243,265.0
g28101,0.38495482297228656,1373.0
g28103,3.302156085307252,285.0
g28105,-1.9021412857763054,2463.0
g28107,0.47816102924292303,1322.0
g28109,-1.5998354711716578,2361.0
g28111,-2.393449273979058,2602.0
g28113,1.1829176119952483,943.0
g28115,-1.3901957129415048,2283.0
g28117,0.12345755879988696,1510.0
g28119,4.381012806422299,154.0
g28121,-3.540602375092942,2861.0
g28123,0.13497530294859272,1499.0
g28125,8.075502853676685,39.0
g28127,0.23840384093704392,1448.0
g28129,-1.1780796225611476,2193.0
g28131,-2.6102749391997935,2662.0
g28133,1.5742134496915325,775.0
g28135,2.847627708029358,359.0
g28137,-1.3227831487608175,2261.0
g28139,-0.775540797858961,2007.0
g28141,0.8518829969175362,1110.0
g28143,4.791340358332858,132.0
g28145,-1.0172070051460764,2110.0
g28147,-0.39329867391363305,1815.0
g28149,0.8016321720535923,1136.0
g28151,4.910597624671958,127.0
g28153,-1.4498153100310875,2308.0
g28155,-0.3609681892589385,1798.0
g28157,1.718903430407682,708.0
g28159,1.9893983246835905,591.0
g28161,1.4026687442691341,846.0
g28163,0.9071045612910218,1072.0
g29001,0.46035642385563214,1333.0
g29003,-1.437223359332458,2305.0
g29005,0.29952851515333145,1420.0
g29007,2.1766392997361557,528.0
g29009,0.0977218958986299,1523.0
g29011,-0.061165633629598815,1614.0
g29013,0.20081806244395622,1464.0
g29015,2.8677998130194866,353.0
g29017,-1.1663314507969782,2186.0
g29019,-2.9132433600708447,2738.0
g29021,0.6827272980277634,1200.0
g29023,2.7977747025347677,371.0
g29025,-0.4226810791361724,1831.0
g29027,-2.808669450550555,2711.0
g29029,2.3585394597339144,470.0
g29031,-0.10336168811570867,1637.0
g29033,0.0801368989564574,1535.0
g29035,3.662801952766907,231.0
g29037,-2.6528239567396663,2675.0
g29039,2.260756746154621,504.0
g29041,2.6256426300753657,409.0
g29043,-2.7467393804352556,2697.0
g29045,-0.5692390575558849,1905.0
g29047,-2.841967382983025,2720.0
g29049,-0.6800978373503102,1959.0
g29051,-1.901247065860069,2462.0
g29053,-0.7337935637504625,1989.0
g29055,0.9021234672558336,1074.0
g29057,1.120955488438157,974.0
g29059,-0.9476401053567095,2084.0
g29061,0.06437421599296372,1548.0
g29063,-4.686501616680501,2998.0
g29065,1.308895689378779,892.0
g29067,0.4881049215359614,1313.0
g29069,4.385595035047764,153.0
g29071,-2.0048774568835634,2494.0
g29073,1.2027483527227878,929.0
g29075,2.9641281260124925,332.0
g29077,0.021584709448230655,1569.0
g29079,2.8955935220507736,348.0
g29081,1.5079895456734684,808.0
g29083,1.893724246190506,631.0
g29085,4.686606455820285,137.0
g29087,2.274584063650468,495.0
g29089,0.5182070777305244,1292.0
g29091,1.096664178887896,988.0
g29093,3.490816669254822,259.0
g29095,0.4020005334377055,1363.0
g29097,0.7724559697976932,1151.0
g29099,-3.184795324335256,2798.0
g29101,-1.9838433216532536,2485.0
g29103,1.585750693849434,769.0
g29105,-0.4905024467442526,1866.0
g29107,-0.9464529535880443,2083.0
g29109,1.00409238126593,1030.0
g29111,1.1984394277584705,933.0
g29113,-3.2794100071581154,2816.0
g29115,2.026834475615444,582.0
g29117,3.324152699812731,280.0
g29119,-0.24460392616718885,1724.0
g29121,2.903403031713241,344.0
g29123,1.9371609329684412,615.0
g29125,-0.17378134739264028,1685.0
g29127,2.1707910250945366,531.0
g29129,2.1716826201956883,530.0
g29131,0.9686245657971396,1046.0
g29133,1.9937893452941111,590.0
g29135,-1.51813554910887,2335.0
g29137,1.2918958043483957,897.0
g29139,1.5976268833919076,762.0
g29141,2.712980434470259,392.0
g29143,3.8414527764858626,218.0
g29145,-0.8385640956652309,2036.0
g29147,-0.34191270624665204,1782.0
g29149,1.6504884636545316,739.0
g29151,-3.6442024014469188,2878.0
g29153,2.2487518312413535,506.0
g29155,5.241523554617993,114.0
g29157,-1.5039519202552278,2328.0
g29159,0.3542657588441517,1392.0
g29161,-1.3767936574985504,2277.0
g29163,-0.2632830128840029,1736.0
g29165,-4.426221434114228,2972.0
g29167,0.15591946454489938,1489.0
g29169,-4.042125854322455,2938.0
g29171,0.6982324257982188,1191.0
g29173,-1.590435931611523,2358.0
g29175,-1.2298326335867347,2225.0
g29177,-1.3776529867659373,2278.0
g29179,3.1902936562135955,303.0
g29181,3.1482549117101586,311.0
g29183,-4.758201301150133,3003.0
g29185,2.345019552005528,478.0
g29186,-2.609923388359004,2661.0
g29187,-0.6398293402826745,1941.0
g29189,-1.3582386808229021,2272.0
g29195,1.7881919836073612,681.0
g29197,2.2235441273557455,513.0
g29199,1.2402210896113184,913.0
g29201,1.7163571668867434,709.0
g29203,0.6230827431883618,1229.0
g29205,2.1010418605403647,548.0
g29207,0.8704987516352075,1096.0
g29209,3.6360832303023525,238.0
g29211,1.9577937033762278,606.0
g29213,3.264137691592781,292.0
g29215,0.7410603865484265,1169.0
g29217,3.49791839055782,257.0
g29219,-1.5519621779407948,2342.0
g29221,0.09434112746604217,1526.0
g29223,2.4115043103502143,454.0
g29225,-2.178140067205156,2548.0
g29227,3.9632018560493054,197.0
g29229,1.3955915078847705,854.0
g29510,4.14478306954649,174.0
g30001,-1.3316052657319237,2266.0
g30003,6.315313367801489,71.0
g30005,4.658974882690786,139.0
g30007,-2.7209713508070763,2689.0
g30009,-0.690118298762296,1965.0
g30011,0.6052672134513735,1238.0
g30013,0.3132464433630697,1412.0
g30015,2.9887877559969045,328.0
g30017,1.4326724857841726,834.0
g30019,2.0066935630386027,586.0
g30021,-0.47030484135067896,1861.0
g30023,4.068342166032987,183.0
g30025,-1.2397014074017358,2228.0
g30027,1.120424452127173,975.0
g30029,-1.6572395660132666,2380.0
g30031,-5.458833164763991,3053.0
g30033,1.1652155182525794,954.0
g30035,7.705568318821447,47.0
g30037,-0.3363883623653112,1778.0
g30039,2.4128624187166734,453.0
g30041,0.040627038973592766,1559.0
g30043,-4.449598718275604,2976.0
g30045,-0.5261439864142734,1886.0
g30047,3.6594897435519043,232.0
g30049,-2.3451961225798135,2587.0
g30051,5.555204706103325,99.0
g30053,0.5552620143665695,1273.0
g30055,-3.0560642430449394,2769.0
g30057,-1.9043864538356519,2464.0
g30059,3.8497580530681894,215.0
g30061,4.065425172109842,184.0
g30063,-2.392314985048125,2600.0
g30065,-1.9171489474170649,2467.0
g30067,-1.1822936493859788,2195.0
g30069,-3.492679336201721,2856.0
g30071,-0.17914244715034866,1687.0
g30073,3.844187233703107,216.0
g30075,-1.5273822642872033,2337.0
g30077,-1.5306248288684428,2338.0
g30079,4.083193491633122,179.0
g30081,-0.3579467703945978,1795.0
g30083,-4.320711470596766,2963.0
g30085,4.865034329514294,130.0
g30087,1.1806106125126077,946.0
g30089,2.137725423903955,539.0
g30091,0.16397374163109557,1483.0
g30093,0.9398938748800414,1058.0
g30095,-4.019401512923566,2936.0
g30097,-2.220655031159031,2556.0
g30099,-0.19468002559759884,1695.0
g30101,-2.0625150514584982,2514.0
g30103,-3.074416964177672,2776.0
g30105,3.061224860190177,320.0
g30107,2.7931215672306298,374.0
g30109,1.121344566761958,973.0
g30111,-1.5161056876055876,2334.0
g31001,-0.36856836725931696,1801.0
g31003,0.033910758836414256,1563.0
g31005,-3.4714125011113293,2852.0
g31007,-0.10154822809161956,1635.0
g31009,-0.28522095227497635,1752.0
g31011,0.07766411369567838,1537.0
g31013,-0.7338735423382103,1990.0
g31015,1.1630653118001453,955.0
g31017,2.432827153991954,447.0
g31019,-1.5021862375596486,2327.0
g31021,1.2672005079151685,901.0
g31023,-1.623395087874741,2369.0
g31025,-3.66445896692701,2882.0
g31027,-0.2566660553154442,1730.0
g31029,1.4842370584215598,815.0
g31031,1.7413050234164007,700.0
g31033,-1.0454950811200954,2126.0
g31035,-0.5332802447234459,1892.0
g31037,1.2081148565086657,927.0
g31039,0.371296355532113,1381.0
g31041,-0.155852176770232,1672.0
g31043,1.9792949513358282,597.0
g31045,0.996340614695433,1035.0
g31047,1.2465617737161234,912.0
g31049,0.5794105582966652,1255.0
g31051,1.3597720546919008,867.0
g31053,1.5430726054039134,791.0
g31055,-1.3496302658299344,2271.0
g31057,0.012212268040566299,1573.0
g31059,1.1590241102112278,957.0
g31061,1.5909713277126964,767.0
g31063,-2.0532601527857177,2511.0
g31065,2.427585286975167,450.0
g31067,1.8756362030778266,636.0
g31069,4.069221196786496,182.0
g31071,2.9445564214614848,334.0
g31073,0.6503631481905391,1221.0
g31075,-2.468931935747515,2619.0
g31077,1.0976506394442513,986.0
g31079,1.6455358981914139,741.0
g31081,-2.3237211610185224,2581.0
g31083,-0.9503294507967671,2086.0
g31085,-3.149874902895569,2792.0
g31087,-0.36057026552648225,1797.0
g31089,0.7750442276331315,1149.0
g31091,0.16201097799653374,1485.0
g31093,-2.556513024421384,2643.0
g31095,2.720890516300718,391.0
g31097,-2.1153754107320273,2529.0
g31099,-1.8914747281473798,2460.0
g31101,0.21836233726782373,1455.0
g31103,2.0372593659925924,577.0
g31105,0.9053353204150107,1073.0
g31107,3.3419774413066974,279.0
g31109,-2.5381704478908205,2637.0
g31111,-0.8924552259598141,2065.0
g31113,0.15990434303451428,1486.0
g31115,-4.439384265233731,2974.0
